index,category
16928,Beverages
16933,Beverages
16934,Beverages
16935,Beverages
18954,Beverages
16937,Beverages
16938,Beverages
16941,Beverages
16942,Beverages
17017,Beverages
17018,Beverages
17047,Beverages
17070,Beverages
17071,Beverages
17092,Beverages
17093,Beverages
17094,Beverages
17095,Beverages
19064,Beverages
19065,Beverages
19059,Beverages
19058,Beverages
17260,Beverages
17315,Beverages
17340,Beverages
17341,Beverages
17399,Beverages
17434,Beverages
17435,Beverages
19029,Beverages
16939,Beverages
16940,Beverages
17436,Beverages
17437,Beverages
17583,Beverages
17622,Beverages
17623,Beverages
17648,Beverages
17649,Beverages
17650,Beverages
17651,Beverages
17661,Beverages
17662,Beverages
17678,Beverages
17680,Beverages
17703,Beverages
17714,Beverages
17715,Beverages
17838,Beverages
17851,Beverages
17908,Beverages
17959,Beverages
17989,Beverages
17990,Beverages
18071,Beverages
18072,Beverages
18073,Beverages
18074,Beverages
18154,Beverages
18697,Beverages
18698,Beverages
18170,Beverages
18171,Beverages
19078,Beverages
19079,Beverages
18214,Beverages
18224,Beverages
18233,Beverages
18232,Beverages
18264,Beverages
18281,Beverages
18283,Beverages
18295,Beverages
18296,Beverages
18310,Beverages
18311,Beverages
19068,Beverages
19069,Beverages
19077,Beverages
19076,Beverages
18367,Beverages
18368,Beverages
19027,Beverages
19026,Beverages
18699,Beverages
18700,Beverages
19061,Beverages
19060,Beverages
18486,Beverages
18488,Beverages
18494,Beverages
18511,Beverages
18510,Beverages
18536,Beverages
18537,Beverages
18550,Beverages
18641,Beverages
18642,Beverages
19057,Beverages
19056,Beverages
18652,Beverages
19047,Beverages
18663,Beverages
18670,Beverages
18671,Beverages
18672,Beverages
18701,Beverages
18702,Beverages
